entry_time,exit_time,direction,entry_price,exit_price,contracts,gross_pnl,fees,net_pnl,bars_held,exit_reason
2013-03-11 14:35:00,2013-03-11 16:15:00,-1,6201.25,6210.25,3,-540.0,8.399999999999999,-548.4,20,stop_loss
2013-03-11 17:05:00,2013-03-11 18:50:00,-1,6208.25,6215.25,4,-560.0,11.2,-571.2,21,stop_loss
2013-03-12 13:35:00,2013-03-12 13:50:00,-1,6205.5,6213.5,4,-640.0,11.2,-651.2,3,stop_loss
2013-03-12 14:20:00,2013-03-12 17:05:00,-1,6209.0,6203.0,2,240.0,5.6,234.4,33,spread_decay
2013-03-15 19:45:00,2013-03-17 22:05:00,-1,6198.75,6173.25,3,1530.0,8.399999999999999,1521.6,16,take_profit
2013-03-22 17:00:00,2013-03-22 20:40:00,1,6200.25,6204.75,3,270.0,8.399999999999999,261.6,41,spread_decay
2013-04-01 16:40:00,2013-04-02 06:05:00,-1,6202.75,6199.75,3,180.0,8.399999999999999,171.6,148,spread_decay
2013-04-03 13:45:00,2013-04-03 15:05:00,1,6225.5,6217.0,3,-510.0,8.399999999999999,-518.4,16,stop_loss
2013-04-04 13:55:00,2013-04-04 17:35:00,-1,6199.25,6190.25,2,360.0,5.6,354.4,44,spread_decay
2013-04-05 18:05:00,2013-04-05 19:50:00,-1,6161.25,6175.0,3,-825.0,8.399999999999999,-833.4,21,stop_loss
2013-04-10 14:10:00,2013-04-10 22:10:00,1,6243.75,6258.75,1,300.0,2.8,297.2,84,spread_decay
2013-04-11 15:40:00,2013-04-11 19:05:00,-1,6261.25,6264.0,2,-110.0,5.6,-115.6,41,spread_decay
2013-04-18 19:30:00,2013-04-18 20:35:00,-1,6139.5,6151.25,2,-470.0,5.6,-475.6,10,spread_decay
2013-04-22 13:40:00,2013-04-22 20:05:00,1,6198.25,6210.25,1,240.0,2.8,237.2,77,spread_decay
2013-04-24 13:45:00,2013-04-24 14:15:00,1,6243.75,6226.0,2,-710.0,5.6,-715.6,6,stop_loss
2013-04-24 19:25:00,2013-04-24 20:40:00,1,6244.25,6233.75,2,-420.0,5.6,-425.6,12,spread_decay
2013-04-25 13:35:00,2013-04-25 15:00:00,1,6250.75,6260.5,2,390.0,5.6,384.4,17,spread_decay
2013-04-26 14:05:00,2013-04-26 18:25:00,-1,6244.5,6244.75,2,-10.0,5.6,-15.6,52,spread_decay
2013-04-29 13:45:00,2013-04-29 14:35:00,1,6257.0,6273.25,2,650.0,5.6,644.4,10,take_profit
2013-04-29 14:40:00,2013-04-29 17:20:00,1,6273.5,6277.0,2,140.0,5.6,134.4,32,spread_decay
2013-04-30 13:45:00,2013-04-30 17:10:00,1,6272.5,6291.75,2,770.0,5.6,764.4,41,take_profit
2013-04-30 17:15:00,2013-04-30 23:15:00,1,6290.75,6292.5,3,105.0,8.399999999999999,96.6,60,hawkes_cooldown
2013-05-02 17:15:00,2013-05-02 18:55:00,1,6316.5,6315.75,3,-45.0,8.399999999999999,-53.4,20,spread_decay
2013-05-06 13:40:00,2013-05-06 16:20:00,1,6358.5,6360.5,3,120.0,8.399999999999999,111.6,32,spread_decay
2013-05-10 13:40:00,2013-05-12 23:20:00,1,6378.75,6376.75,2,-80.0,5.6,-85.6,104,spread_decay
2013-05-13 13:45:00,2013-05-13 17:30:00,1,6384.0,6389.75,2,230.0,5.6,224.4,45,spread_decay
2013-06-03 13:50:00,2013-06-03 19:20:00,-1,6382.5,6383.75,2,-50.0,5.6,-55.6,66,spread_decay
2013-06-28 18:10:00,2013-06-28 20:00:00,1,6335.0,6319.0,2,-640.0,5.6,-645.6,22,stop_loss
2013-07-10 14:15:00,2013-07-10 21:00:00,1,6402.5,6422.0,2,780.0,5.6,774.4,78,take_profit
2013-07-11 13:40:00,2013-07-11 18:20:00,1,6447.5,6464.0,3,990.0,8.399999999999999,981.6,56,take_profit
2013-07-11 18:25:00,2013-07-11 23:20:00,1,6467.0,6470.5,3,210.0,8.399999999999999,201.6,47,hawkes_cooldown
2013-07-12 18:10:00,2013-07-15 02:25:00,1,6476.25,6488.75,3,750.0,8.399999999999999,741.6,87,take_profit
2013-07-19 14:05:00,2013-07-21 22:00:00,-1,6453.25,6460.5,2,-290.0,5.6,-295.6,83,spread_decay
2013-07-22 13:35:00,2013-07-22 15:25:00,1,6467.75,6464.25,2,-140.0,5.6,-145.6,22,spread_decay
2013-07-23 14:00:00,2013-07-23 19:50:00,-1,6461.75,6441.25,2,820.0,5.6,814.4,70,take_profit
2013-07-23 19:55:00,2013-07-23 20:40:00,-1,6441.75,6454.25,2,-500.0,5.6,-505.6,6,stop_loss
2013-07-24 15:30:00,2013-07-24 17:15:00,1,6465.25,6450.0,2,-610.0,5.6,-615.6,21,stop_loss
2013-07-29 14:10:00,2013-07-29 15:20:00,1,6489.25,6477.5,2,-470.0,5.6,-475.6,14,stop_loss
2013-07-30 14:30:00,2013-07-30 17:45:00,1,6500.0,6488.75,2,-450.0,5.6,-455.6,39,stop_loss
2013-07-31 17:30:00,2013-07-31 18:45:00,1,6504.75,6516.0,4,900.0,11.2,888.8,15,take_profit
2013-08-01 19:15:00,2013-08-01 23:35:00,1,6534.5,6533.25,4,-100.0,11.2,-111.2,40,hawkes_cooldown
2013-08-06 13:35:00,2013-08-06 13:55:00,1,6552.25,6544.25,4,-640.0,11.2,-651.2,4,stop_loss
2013-08-08 14:45:00,2013-08-08 16:50:00,1,6530.25,6550.25,2,800.0,5.6,794.4,25,spread_decay
2013-08-12 17:10:00,2013-08-12 19:30:00,1,6540.75,6540.25,3,-30.0,8.399999999999999,-38.4,28,spread_decay
2013-08-13 18:40:00,2013-08-13 23:10:00,1,6557.0,6558.0,2,40.0,5.6,34.4,41,hawkes_cooldown
2013-08-19 13:40:00,2013-08-19 19:00:00,1,6498.75,6500.0,2,50.0,5.6,44.4,64,spread_decay
2013-08-20 13:50:00,2013-08-20 18:00:00,1,6497.0,6506.0,2,360.0,5.6,354.4,50,spread_decay
2013-08-22 13:45:00,2013-08-22 16:00:00,1,6513.0,6511.5,2,-60.0,5.6,-65.6,27,spread_decay
2013-08-23 14:05:00,2013-08-23 15:45:00,1,6532.25,6532.25,1,0.0,2.8,-2.8,20,spread_decay
2013-08-29 15:40:00,2013-08-29 17:35:00,1,6523.5,6512.0,2,-460.0,5.6,-465.6,23,stop_loss
2013-09-11 13:35:00,2013-09-11 18:10:00,-1,6584.25,6596.5,2,-490.0,5.6,-495.6,55,stop_loss
2013-09-11 18:20:00,2013-09-11 23:25:00,-1,6593.25,6598.75,3,-330.0,8.399999999999999,-338.4,47,hawkes_cooldown
2013-09-13 14:05:00,2013-09-13 18:15:00,-1,6587.5,6594.5,2,-280.0,5.6,-285.6,50,spread_decay
2013-09-16 13:50:00,2013-09-16 17:00:00,-1,6610.5,6592.25,2,730.0,5.6,724.4,38,take_profit
2013-09-16 17:40:00,2013-09-16 19:40:00,-1,6594.0,6581.5,3,750.0,8.399999999999999,741.6,24,take_profit
2013-09-17 14:55:00,2013-09-17 20:30:00,1,6602.5,6607.0,3,270.0,8.399999999999999,261.6,64,spread_decay
2013-09-18 14:25:00,2013-09-18 17:35:00,1,6614.75,6608.75,2,-240.0,5.6,-245.6,38,spread_decay
2013-09-19 16:15:00,2013-09-20 01:00:00,1,6652.25,6650.25,3,-120.0,8.399999999999999,-128.4,91,hawkes_cooldown
2013-09-20 14:20:00,2013-09-20 17:45:00,1,6657.75,6642.5,2,-610.0,5.6,-615.6,41,stop_loss
2013-09-20 17:50:00,2013-09-22 22:00:00,1,6644.25,6644.25,2,0.0,5.6,-5.6,38,spread_decay
2013-09-23 13:35:00,2013-09-23 14:10:00,1,6652.5,6636.25,2,-650.0,5.6,-655.6,7,stop_loss
2013-09-26 16:55:00,2013-09-26 20:05:00,1,6648.75,6648.25,3,-30.0,8.399999999999999,-38.4,38,spread_decay
2013-10-01 16:25:00,2013-10-01 18:30:00,1,6663.75,6654.5,3,-555.0,8.399999999999999,-563.4,25,stop_loss
2013-10-08 14:45:00,2013-10-08 15:50:00,-1,6611.75,6578.5,1,665.0,2.8,662.2,13,take_profit
2013-10-08 16:15:00,2013-10-08 20:00:00,-1,6580.75,6569.0,1,235.0,2.8,232.2,45,spread_decay
2013-10-09 13:45:00,2013-10-09 15:20:00,-1,6560.0,6534.5,2,1020.0,5.6,1014.4,19,take_profit
2013-10-09 16:00:00,2013-10-09 18:35:00,-1,6542.0,6566.75,1,-495.0,2.8,-497.8,31,stop_loss
2013-10-17 16:35:00,2013-10-17 18:15:00,1,6709.25,6702.75,3,-390.0,8.399999999999999,-398.4,20,spread_decay
2013-10-18 14:05:00,2013-10-21 00:05:00,1,6750.0,6769.75,2,790.0,5.6,784.4,108,hawkes_cooldown
2013-10-25 15:30:00,2013-10-27 22:35:00,-1,6795.0,6797.5,2,-100.0,5.6,-105.6,73,hawkes_cooldown
2013-11-01 17:30:00,2013-11-01 19:15:00,-1,6782.0,6794.25,2,-490.0,5.6,-495.6,21,stop_loss
2013-11-04 14:50:00,2013-11-04 16:05:00,-1,6792.75,6790.75,2,80.0,5.6,74.4,15,spread_decay
2013-11-06 14:50:00,2013-11-06 23:30:00,-1,6815.5,6792.5,2,920.0,5.6,914.4,92,take_profit
2013-11-11 16:05:00,2013-11-11 17:45:00,-1,6768.0,6779.75,1,-235.0,2.8,-237.8,20,spread_decay
2013-11-21 14:50:00,2013-11-21 16:05:00,1,6809.5,6815.0,2,220.0,5.6,214.4,15,spread_decay
2013-11-21 19:50:00,2013-11-22 01:35:00,1,6825.75,6825.5,2,-10.0,5.6,-15.6,57,hawkes_cooldown
2013-11-22 14:40:00,2013-11-22 18:25:00,1,6831.0,6839.75,2,350.0,5.6,344.4,45,spread_decay
2013-11-25 14:35:00,2013-11-25 14:55:00,1,6857.75,6848.75,3,-540.0,8.399999999999999,-548.4,4,stop_loss
2013-11-27 14:55:00,2013-11-28 23:05:00,1,6885.75,6903.25,2,700.0,5.6,694.4,86,take_profit
2013-11-29 16:30:00,2013-12-02 08:45:00,1,6914.0,6911.25,3,-165.0,8.399999999999999,-173.4,138,spread_decay
2013-12-02 14:15:00,2013-12-02 14:50:00,1,6915.75,6910.5,5,-525.0,14.0,-539.0,7,stop_loss
2013-12-18 14:45:00,2013-12-18 16:50:00,-1,6890.75,6871.25,2,780.0,5.6,774.4,25,take_profit
2013-12-18 17:00:00,2013-12-18 19:10:00,-1,6872.25,6893.5,2,-850.0,5.6,-855.6,26,stop_loss
2013-12-19 15:00:00,2013-12-19 23:05:00,-1,6916.75,6923.75,2,-280.0,5.6,-285.6,85,spread_decay
2013-12-20 16:00:00,2013-12-22 23:05:00,1,6949.0,6971.75,2,910.0,5.6,904.4,73,take_profit
2013-12-24 15:50:00,2013-12-26 11:05:00,-1,6989.75,7003.75,2,-560.0,5.6,-565.6,30,stop_loss
2013-12-26 14:40:00,2013-12-26 16:15:00,-1,7001.75,7005.0,3,-195.0,8.399999999999999,-203.4,19,spread_decay
2013-12-26 18:05:00,2013-12-27 00:05:00,-1,7007.0,7008.25,4,-100.0,11.2,-111.2,59,hawkes_cooldown
2013-12-27 14:40:00,2013-12-27 16:00:00,-1,7010.5,6999.25,4,900.0,11.2,888.8,16,take_profit
2013-12-27 18:50:00,2013-12-30 01:35:00,-1,6999.25,6997.25,4,160.0,11.2,148.8,67,hawkes_cooldown
2013-12-30 14:40:00,2013-12-30 16:20:00,-1,6989.5,6996.0,3,-390.0,8.399999999999999,-398.4,20,spread_decay
2014-01-03 14:35:00,2014-01-03 16:30:00,-1,6983.5,6967.0,3,990.0,8.399999999999999,981.6,23,take_profit
2014-01-03 16:35:00,2014-01-06 06:10:00,-1,6966.5,6958.0,2,340.0,5.6,334.4,150,max_hold
2014-01-06 15:00:00,2014-01-06 16:05:00,-1,6946.75,6944.5,2,90.0,5.6,84.4,13,spread_decay
2014-01-08 14:55:00,2014-01-08 20:30:00,1,6978.75,6978.5,2,-10.0,5.6,-15.6,67,spread_decay
2014-01-14 14:45:00,2014-01-14 16:00:00,1,6952.75,6976.75,2,960.0,5.6,954.4,15,take_profit
2014-01-14 16:05:00,2014-01-15 00:10:00,1,6979.25,7002.75,1,470.0,2.8,467.2,85,hawkes_cooldown
2014-01-17 18:30:00,2014-01-17 20:35:00,-1,7018.5,7002.75,3,945.0,8.399999999999999,936.6,25,take_profit
2014-01-21 14:55:00,2014-01-21 15:25:00,1,7038.75,7026.0,2,-510.0,5.6,-515.6,6,stop_loss
2014-01-21 15:30:00,2014-01-21 16:15:00,1,7026.75,7011.0,2,-630.0,5.6,-635.6,9,stop_loss
2014-01-21 16:35:00,2014-01-22 02:55:00,1,7016.0,7036.75,1,415.0,2.8,412.2,112,hawkes_cooldown
2014-01-22 16:15:00,2014-01-22 20:00:00,1,7044.75,7048.25,2,140.0,5.6,134.4,45,spread_decay
2014-01-30 16:30:00,2014-01-30 21:00:00,1,6949.75,6952.0,1,45.0,2.8,42.2,54,spread_decay
2014-02-07 17:05:00,2014-02-07 21:30:00,1,6964.5,6987.0,2,900.0,5.6,894.4,50,take_profit
2014-02-20 16:40:00,2014-02-20 19:20:00,-1,7082.0,7098.75,2,-670.0,5.6,-675.6,32,stop_loss
2014-02-28 19:50:00,2014-03-03 00:40:00,-1,7114.0,7086.0,1,560.0,2.8,557.2,46,take_profit
2014-03-05 15:40:00,2014-03-06 05:00:00,1,7154.5,7161.25,2,270.0,5.6,264.4,148,spread_decay
2014-03-07 14:55:00,2014-03-07 20:55:00,-1,7133.0,7127.75,1,105.0,2.8,102.2,72,spread_decay
2014-03-18 15:15:00,2014-03-18 23:15:00,1,7121.5,7128.25,2,270.0,5.6,264.4,84,hawkes_cooldown
2014-03-19 14:45:00,2014-03-19 15:50:00,-1,7121.25,7128.25,2,-280.0,5.6,-285.6,13,spread_decay
2014-03-20 18:10:00,2014-03-20 23:05:00,-1,7124.25,7123.25,2,40.0,5.6,34.4,47,hawkes_cooldown
2014-03-24 13:40:00,2014-03-24 14:35:00,-1,7070.0,7030.25,1,795.0,2.8,792.2,11,take_profit
2014-03-24 14:55:00,2014-03-24 18:25:00,-1,7028.25,7038.5,1,-205.0,2.8,-207.8,42,spread_decay
2014-04-01 13:35:00,2014-04-01 14:30:00,1,7049.5,7071.5,2,880.0,5.6,874.4,11,take_profit
2014-04-01 14:35:00,2014-04-02 04:10:00,1,7072.75,7092.25,1,390.0,2.8,387.2,150,max_hold
2014-04-02 13:40:00,2014-04-02 14:30:00,1,7094.75,7093.0,2,-70.0,5.6,-75.6,10,spread_decay
2014-04-03 13:35:00,2014-04-03 16:30:00,-1,7089.5,7067.25,2,890.0,5.6,884.4,35,take_profit
2014-04-03 16:35:00,2014-04-04 03:40:00,-1,7061.25,7071.75,1,-210.0,2.8,-212.8,121,hawkes_cooldown
2014-04-10 13:40:00,2014-04-10 14:50:00,-1,7015.25,6984.25,1,620.0,2.8,617.2,14,take_profit
2014-04-10 14:55:00,2014-04-10 16:50:00,-1,6984.5,6943.0,1,830.0,2.8,827.2,23,take_profit
2014-04-23 16:25:00,2014-04-23 20:35:00,-1,6988.5,7023.75,2,-1410.0,5.6,-1415.6,47,stop_loss
2014-05-01 15:20:00,2014-05-01 19:55:00,1,7031.0,7018.5,1,-250.0,2.8,-252.8,55,spread_decay
2014-05-07 13:45:00,2014-05-07 14:35:00,-1,6981.25,6945.75,1,710.0,2.8,707.2,10,take_profit
2014-05-07 14:40:00,2014-05-07 19:55:00,-1,6951.75,6970.75,1,-380.0,2.8,-382.8,63,spread_decay
2014-05-12 15:00:00,2014-05-13 02:00:00,1,7031.5,7045.75,1,285.0,2.8,282.2,120,spread_decay
2014-05-23 17:00:00,2014-05-23 19:30:00,1,7100.5,7110.25,4,780.0,11.2,768.8,30,take_profit
2014-05-23 19:35:00,2014-05-25 22:15:00,1,7110.5,7119.25,4,700.0,11.2,688.8,21,take_profit
2014-05-27 16:10:00,2014-05-27 20:00:00,1,7140.75,7157.0,2,650.0,5.6,644.4,46,take_profit
2014-05-30 17:15:00,2014-06-01 22:55:00,-1,7157.0,7167.5,2,-420.0,5.6,-425.6,56,hawkes_cooldown
2014-06-02 13:40:00,2014-06-02 14:50:00,-1,7164.75,7150.75,3,840.0,8.399999999999999,831.6,14,take_profit
2014-06-02 17:25:00,2014-06-02 20:00:00,-1,7159.0,7165.5,3,-390.0,8.399999999999999,-398.4,31,spread_decay
2014-06-09 13:35:00,2014-06-09 16:30:00,-1,7228.25,7234.5,3,-375.0,8.399999999999999,-383.4,35,spread_decay
2014-06-11 15:05:00,2014-06-11 18:10:00,1,7234.25,7219.25,2,-600.0,5.6,-605.6,37,stop_loss
2014-06-16 18:00:00,2014-06-16 19:05:00,-1,7208.25,7209.0,2,-30.0,5.6,-35.6,13,spread_decay
2014-06-17 20:00:00,2014-06-17 23:10:00,-1,7215.25,7215.25,2,-0.0,5.6,-5.6,26,hawkes_cooldown
2014-06-19 13:50:00,2014-06-19 17:05:00,-1,7236.25,7220.75,2,620.0,5.6,614.4,39,take_profit
2014-06-19 17:50:00,2014-06-19 19:45:00,-1,7220.75,7233.5,2,-510.0,5.6,-515.6,23,stop_loss
2014-06-24 13:45:00,2014-06-24 14:35:00,1,7247.75,7264.25,3,990.0,8.399999999999999,981.6,10,take_profit
2014-06-24 14:40:00,2014-06-24 18:35:00,1,7266.25,7249.25,2,-680.0,5.6,-685.6,47,stop_loss
2014-06-27 16:25:00,2014-06-27 17:20:00,1,7266.5,7258.25,3,-495.0,8.399999999999999,-503.4,11,stop_loss
2014-06-27 17:40:00,2014-06-27 19:35:00,1,7261.0,7277.25,3,975.0,8.399999999999999,966.6,23,take_profit
2014-06-30 13:40:00,2014-06-30 23:15:00,1,7281.25,7287.5,3,375.0,8.399999999999999,366.6,103,spread_decay
2014-07-01 13:45:00,2014-07-01 14:35:00,1,7304.25,7317.5,3,795.0,8.399999999999999,786.6,10,take_profit
2014-07-01 14:40:00,2014-07-01 23:45:00,1,7319.5,7327.75,2,330.0,5.6,324.4,97,hawkes_cooldown
2014-07-02 16:15:00,2014-07-02 17:40:00,1,7336.25,7331.25,3,-300.0,8.399999999999999,-308.4,17,spread_decay
2014-07-03 22:00:00,2014-07-04 01:35:00,1,7357.25,7356.0,3,-75.0,8.399999999999999,-83.4,39,hawkes_cooldown
2014-07-08 14:15:00,2014-07-08 15:55:00,-1,7312.75,7284.0,1,575.0,2.8,572.2,20,take_profit
2014-07-08 16:00:00,2014-07-08 19:40:00,-1,7289.25,7302.0,1,-255.0,2.8,-257.8,44,spread_decay
2014-07-09 16:15:00,2014-07-09 18:30:00,1,7321.0,7326.75,2,230.0,5.6,224.4,27,spread_decay
2014-07-11 14:05:00,2014-07-11 18:40:00,1,7322.25,7338.25,1,320.0,2.8,317.2,55,spread_decay
2014-07-23 13:45:00,2014-07-23 15:55:00,1,7404.25,7424.0,2,790.0,5.6,784.4,26,take_profit
2014-07-23 16:10:00,2014-07-23 20:10:00,1,7420.5,7414.75,2,-230.0,5.6,-235.6,48,spread_decay
2014-07-29 18:15:00,2014-07-29 18:25:00,1,7412.75,7402.75,3,-600.0,8.399999999999999,-608.4,2,stop_loss
2014-07-30 15:45:00,2014-07-30 22:35:00,1,7403.5,7410.25,1,135.0,2.8,132.2,70,hawkes_cooldown
2014-08-04 13:40:00,2014-08-04 15:00:00,1,7329.25,7311.5,2,-710.0,5.6,-715.6,16,stop_loss
2014-08-04 16:15:00,2014-08-04 17:40:00,1,7331.0,7334.75,2,150.0,5.6,144.4,17,spread_decay
2014-08-11 14:25:00,2014-08-12 04:00:00,1,7352.25,7351.0,2,-50.0,5.6,-55.6,150,max_hold
2014-08-13 14:10:00,2014-08-13 20:45:00,1,7368.0,7387.25,2,770.0,5.6,764.4,76,spread_decay
2014-08-15 13:40:00,2014-08-15 14:55:00,1,7428.25,7411.75,2,-660.0,5.6,-665.6,15,stop_loss
2014-08-15 17:50:00,2014-08-17 22:05:00,1,7409.25,7440.25,2,1240.0,5.6,1234.4,39,take_profit
2014-08-19 20:00:00,2014-08-19 23:45:00,1,7480.0,7476.25,5,-375.0,14.0,-389.0,31,hawkes_cooldown
2014-08-21 20:00:00,2014-08-21 23:05:00,1,7487.75,7489.25,4,120.0,11.2,108.8,24,hawkes_cooldown
2014-08-26 18:45:00,2014-08-26 23:05:00,1,7515.75,7514.75,4,-80.0,11.2,-91.2,39,hawkes_cooldown
2014-08-29 13:40:00,2014-08-29 14:10:00,1,7519.0,7507.75,3,-675.0,8.399999999999999,-683.4,6,stop_loss
2014-09-02 13:35:00,2014-09-02 13:40:00,1,7536.5,7527.75,3,-525.0,8.399999999999999,-533.4,1,stop_loss
2014-09-02 13:45:00,2014-09-02 23:40:00,1,7528.5,7534.75,2,250.0,5.6,244.4,106,hawkes_cooldown
2014-09-04 14:30:00,2014-09-04 16:25:00,1,7540.5,7527.0,2,-540.0,5.6,-545.6,23,spread_decay
2014-09-08 13:55:00,2014-09-08 16:00:00,1,7544.25,7531.75,2,-500.0,5.6,-505.6,25,spread_decay
2014-09-09 13:50:00,2014-09-09 19:05:00,1,7532.0,7513.0,1,-380.0,2.8,-382.8,63,stop_loss
2014-09-10 16:55:00,2014-09-10 23:40:00,1,7527.5,7532.75,2,210.0,5.6,204.4,69,hawkes_cooldown
2014-09-11 16:15:00,2014-09-11 19:05:00,-1,7517.0,7523.75,2,-270.0,5.6,-275.6,34,spread_decay
2014-09-15 13:40:00,2014-09-15 14:50:00,-1,7493.5,7470.75,2,910.0,5.6,904.4,14,take_profit
2014-09-15 14:55:00,2014-09-15 23:30:00,-1,7471.5,7472.0,1,-10.0,2.8,-12.8,90,hawkes_cooldown
2014-09-16 19:50:00,2014-09-16 22:00:00,1,7508.5,7501.0,2,-300.0,5.6,-305.6,14,spread_decay
2014-10-28 13:45:00,2014-10-28 18:50:00,1,7510.75,7527.25,2,660.0,5.6,654.4,61,spread_decay
2014-10-30 14:45:00,2014-10-30 17:20:00,-1,7508.75,7538.25,1,-590.0,2.8,-592.8,31,stop_loss
2014-10-30 18:10:00,2014-10-30 19:00:00,-1,7545.75,7521.25,2,980.0,5.6,974.4,10,take_profit
2014-11-03 14:55:00,2014-11-03 18:00:00,1,7611.25,7612.5,2,50.0,5.6,44.4,37,spread_decay
2014-11-07 16:10:00,2014-11-07 20:55:00,-1,7595.25,7601.5,1,-125.0,2.8,-127.8,57,spread_decay
2014-11-13 15:05:00,2014-11-13 16:10:00,1,7663.0,7654.5,2,-340.0,5.6,-345.6,13,spread_decay
2014-11-13 17:40:00,2014-11-13 18:25:00,1,7664.75,7642.5,2,-890.0,5.6,-895.6,9,stop_loss
2014-11-17 16:10:00,2014-11-18 00:00:00,-1,7642.5,7656.0,1,-270.0,2.8,-272.8,82,hawkes_cooldown
2014-11-24 14:55:00,2014-11-25 04:15:00,1,7714.0,7723.25,2,370.0,5.6,364.4,148,spread_decay
2014-11-25 14:40:00,2014-11-25 15:10:00,1,7745.0,7732.25,2,-510.0,5.6,-515.6,6,stop_loss
2014-11-25 15:15:00,2014-11-25 17:40:00,1,7737.5,7736.0,1,-30.0,2.8,-32.8,29,spread_decay
2014-11-26 14:45:00,2014-11-26 21:00:00,1,7742.25,7763.5,2,850.0,5.6,844.4,75,take_profit
2014-11-28 17:20:00,2014-11-30 23:05:00,1,7788.25,7767.75,2,-820.0,5.6,-825.6,12,stop_loss
2014-12-01 14:45:00,2014-12-01 16:00:00,-1,7760.75,7730.75,1,600.0,2.8,597.2,15,take_profit
2014-12-01 16:20:00,2014-12-01 23:35:00,-1,7735.0,7732.75,1,45.0,2.8,42.2,75,hawkes_cooldown
2014-12-08 14:55:00,2014-12-08 16:15:00,1,7764.5,7758.0,2,-260.0,5.6,-265.6,16,spread_decay
2014-12-12 16:40:00,2014-12-12 21:10:00,1,7685.5,7640.5,1,-900.0,2.8,-902.8,54,stop_loss
2014-12-24 16:40:00,2014-12-24 17:30:00,1,7748.0,7741.5,3,-390.0,8.399999999999999,-398.4,10,spread_decay
2015-01-08 18:55:00,2015-01-08 19:45:00,1,7690.75,7689.75,2,-40.0,5.6,-45.6,10,spread_decay
2015-01-22 16:40:00,2015-01-22 19:00:00,1,7681.75,7677.75,1,-80.0,2.8,-82.8,28,spread_decay
2015-01-23 19:40:00,2015-01-25 23:05:00,1,7728.5,7696.5,2,-1280.0,5.6,-1285.6,29,stop_loss
2015-02-10 15:55:00,2015-02-10 19:55:00,1,7686.5,7725.0,1,770.0,2.8,767.2,48,take_profit
2015-02-11 14:40:00,2015-02-11 20:25:00,1,7739.5,7747.75,2,330.0,5.6,324.4,69,spread_decay
2015-02-12 13:55:00,2015-02-12 18:35:00,1,7769.5,7789.5,2,800.0,5.6,794.4,56,take_profit
2015-02-13 14:35:00,2015-02-13 15:25:00,1,7811.5,7805.75,2,-230.0,5.6,-235.6,10,spread_decay
2015-02-13 17:20:00,2015-02-16 00:45:00,1,7815.5,7824.0,2,340.0,5.6,334.4,77,hawkes_cooldown
2015-02-19 14:10:00,2015-02-19 15:15:00,1,7839.0,7856.5,2,700.0,5.6,694.4,13,take_profit
2015-02-19 15:20:00,2015-02-20 05:00:00,1,7857.75,7865.0,2,290.0,5.6,284.4,150,max_hold
2015-02-24 14:35:00,2015-02-24 16:10:00,-1,7887.25,7898.75,3,-690.0,8.399999999999999,-698.4,19,stop_loss
2015-02-27 19:30:00,2015-02-27 21:00:00,-1,7896.5,7893.0,2,140.0,5.6,134.4,18,spread_decay
2015-03-06 14:25:00,2015-03-06 16:25:00,1,7894.75,7874.5,1,-405.0,2.8,-407.8,24,stop_loss
2015-03-09 13:35:00,2015-03-09 17:45:00,-1,7855.25,7872.5,2,-690.0,5.6,-695.6,50,stop_loss
2015-03-09 18:00:00,2015-03-09 19:55:00,-1,7869.5,7868.75,2,30.0,5.6,24.4,23,spread_decay
2015-03-11 13:40:00,2015-03-11 23:05:00,-1,7777.25,7761.0,2,650.0,5.6,644.4,101,hawkes_cooldown
2015-03-12 13:35:00,2015-03-12 15:25:00,-1,7761.0,7783.75,1,-455.0,2.8,-457.8,22,stop_loss
2015-03-12 15:30:00,2015-03-12 23:00:00,-1,7782.25,7786.0,1,-75.0,2.8,-77.8,78,hawkes_cooldown
2015-03-17 13:40:00,2015-03-17 15:20:00,1,7816.0,7800.75,2,-610.0,5.6,-615.6,20,stop_loss
2015-03-17 15:45:00,2015-03-17 23:10:00,1,7808.25,7828.75,1,410.0,2.8,407.2,76,hawkes_cooldown
2015-03-23 13:45:00,2015-03-23 18:20:00,-1,7907.75,7914.75,2,-280.0,5.6,-285.6,55,spread_decay
2015-03-24 15:40:00,2015-03-24 16:55:00,1,7915.75,7901.75,2,-560.0,5.6,-565.6,15,stop_loss
2015-03-25 13:35:00,2015-03-25 14:40:00,-1,7886.0,7861.75,2,970.0,5.6,964.4,13,take_profit
2015-04-02 13:45:00,2015-04-02 23:00:00,-1,7760.25,7763.25,1,-60.0,2.8,-62.8,97,hawkes_cooldown
2015-04-08 15:35:00,2015-04-08 22:30:00,1,7819.75,7833.75,1,280.0,2.8,277.2,71,hawkes_cooldown
2015-04-16 17:45:00,2015-04-16 20:00:00,-1,7871.0,7870.0,2,40.0,5.6,34.4,27,spread_decay
2015-04-20 15:55:00,2015-04-20 23:30:00,1,7862.75,7865.0,2,90.0,5.6,84.4,79,hawkes_cooldown
2015-04-21 13:40:00,2015-04-21 22:45:00,1,7890.5,7892.25,2,70.0,5.6,64.4,97,hawkes_cooldown
2015-04-23 18:30:00,2015-04-23 23:25:00,1,7938.75,7947.5,2,350.0,5.6,344.4,47,hawkes_cooldown
2015-04-24 13:50:00,2015-04-24 17:55:00,1,7971.0,7984.25,1,265.0,2.8,262.2,49,spread_decay
